Environmental Defense Fund,,GWWC Reported Donations,,"1,175.00","1,175.00"
Food Bank,,GWWC Reported Donations,,"1,156.33","1,156.33"
Childfund International,,GWWC Reported Donations,,"1,152.00","1,152.00"
Center for Disaster Philanthropy,,GWWC Reported Donations,,"1,121.85","1,121.85"
United Nations Foundation,,GWWC Reported Donations,,"1,118.00","1,118.00"
GBS Schweiz,,GWWC Reported Donations,,"1,108.31","1,108.31"
Black Girls Code,,GWWC Reported Donations,,"1,090.00","1,090.00"
Extinction Rebellion International,,GWWC Reported Donations,,"1,075.35","1,075.35"
Climate Council,,GWWC Reported Donations,,"1,067.88","1,067.88"
Oasis,,GWWC Reported Donations,,"1,048.88","1,048.88"
Polaris,,GWWC Reported Donations,,"1,025.00","1,025.00"
Misc. Swedish organizations,,GWWC Reported Donations,,"1,005.56","1,005.56"
Federation of Indian Animal Protection Organizations,Animal Welfare,EA Funds (Grant Recipient),,"828,944.00","1,000.00"
Pour l'Egalité Animale,,GWWC Reported Donations,,998.54,998.54
EA Netherlands,EA Infrastructure,EA Funds (Grant Recipient),,"13,995.75",995.75
War Child,,GWWC Reported Donations,,989.11,989.11
Foundation Beyond Belief,,GWWC Reported Donations,,977.10,977.10
Momentum (Criminal Justice Reform Trainings),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"49,962.15",962.15
Offset.Earth,,GWWC Reported Donations,,957.21,957.21
WIRES,,GWWC Reported Donations,,956.66,956.66
Brain & Behavior Research Foundation,,GWWC Reported Donations,,956.52,956.52
Stephen Lawrence Charitable Trust,,GWWC Reported Donations,,942.05,942.05
Give Now,,GWWC Reported Donations,,935.71,935.71
Best Friends Animal Society,,GWWC Reported Donations,,906.00,906.00
Tor Project,,GWWC Reported Donations,,900.31,900.31
GoodWill,,GWWC Reported Donations,,896.00,896.00
NRDC,,GWWC Reported Donations,,890.00,890.00
EA Cameroon,,GWWC Reported Donations,,884.78,884.78
CanadaHelps,,GWWC Reported Donations,,880.15,880.15
OPC,,GWWC Reported Donations,,877.27,877.27
Ketto,,GWWC Reported Donations,,876.66,876.66
Swissveg,,GWWC Reported Donations,,869.65,869.65
Tree Aid,,GWWC Reported Donations,,868.31,868.31
Movember Foundation,,GWWC Reported Donations,,867.16,867.16
EPAfrica,,GWWC Reported Donations,,862.31,862.31
38 Degrees,,GWWC Reported Donations,,855.24,855.24
Covenant House,,GWWC Reported Donations,,852.95,852.95
BasicNeeds,,GWWC Reported Donations,,851.33,851.33
Atlanta Community Food Bank,,GWWC Reported Donations,,850.00,850.00
IRAP,,GWWC Reported Donations,,845.00,845.00
Democracy Now,,GWWC Reported Donations,,821.37,821.37
Wildlife SOS,,GWWC Reported Donations,,820.00,820.00
Patreon,,GWWC Reported Donations,,816.50,816.50
Pancreatic Cancer Action Network,,GWWC Reported Donations,,800.00,800.00
Population Matters,,GWWC Reported Donations,,799.52,799.52
Rainforest Action Network,,GWWC Reported Donations,,795.00,795.00
Philadelphia Bail Fund,,GWWC Reported Donations,,778.78,778.78
The Movement for Black Lives,,GWWC Reported Donations,,775.00,775.00
IRC,,GWWC Reported Donations,,768.00,768.00
Democratic Socialists of America,,GWWC Reported Donations,,760.00,760.00
Charitable Impact,,GWWC Reported Donations,,757.11,757.11
Organisation for the Prevention of Intense Suffering,,GWWC Reported Donations,,752.60,752.60
Edgars Mission,,GWWC Reported Donations,,742.91,742.91
British Heart Foundation,,GWWC Reported Donations,,740.94,740.94
Black Lives Matter Global Network,,GWWC Reported Donations,,711.54,711.54
Rosie's Place,,GWWC Reported Donations,,700.00,700.00
Global Alliance for Improved Nutrition (GAIN) - Universal Salt Iodization (USI) program,Global Health and Development,GiveWell Standout Charities,Program Delivery,691.56,691.56
Arts Emergency,,GWWC Reported Donations,,675.26,675.26
Everytown for Gun Safety,,GWWC Reported Donations,,675.00,675.00
We The Protesters,,GWWC Reported Donations,,673.57,673.57
We Own It,,GWWC Reported Donations,,672.29,672.29
Sea Shepherd,,GWWC Reported Donations,,660.10,660.10
No Kid Hungry,,GWWC Reported Donations,,660.00,660.00
Oxford Homeless Pathways,,GWWC Reported Donations,,654.95,654.95
Jewish Voice for Peace,,GWWC Reported Donations,,633.00,633.00
Global Vipassana Pagoda,,GWWC Reported Donations,,630.65,630.65
International Justice Mission,,GWWC Reported Donations,,615.18,615.18
Trans Justice Funding Project,,GWWC Reported Donations,,615.00,615.00
Full Fact,,GWWC Reported Donations,,610.72,610.72
PATH,,GWWC Reported Donations,,610.00,610.00
Texas Civil Rights Project,,GWWC Reported Donations,,606.70,606.70
VSO,,GWWC Reported Donations,,603.69,603.69
EA London,,GWWC Reported Donations,,601.27,601.27
Massachusetts Bail Fund,,GWWC Reported Donations,,600.00,600.00
UC Berkeley Foundation,,GWWC Reported Donations,,600.00,600.00
International Planned Parenthood Federation,,GWWC Reported Donations,,598.00,598.00
Nature Conservancy,,GWWC Reported Donations,,595.00,595.00
National Alliance to End Homelessness,,GWWC Reported Donations,,592.20,592.20
SOS Children’s Village,,GWWC Reported Donations,,588.58,588.58
Nonhuman Rights Project,,GWWC Reported Donations,,585.13,585.13
FINCA,,GWWC Reported Donations,,582.46,582.46
Local chapter spending,,GWWC Reported Donations,,582.06,582.06
"The Intercept (First Look Media Works, Inc.)",,GWWC Reported Donations,,570.00,570.00
"WeTheProtesters, Inc",,GWWC Reported Donations,,562.42,562.42
MANNA,,GWWC Reported Donations,,550.00,550.00
The Trevor Project,,GWWC Reported Donations,,547.00,547.00
Parsemus Foundation,,GWWC Reported Donations,,546.87,546.87
Transportation Alternatives,,GWWC Reported Donations,,545.00,545.00
Broadway Cares,,GWWC Reported Donations,,541.00,541.00
Carbon Fund,,GWWC Reported Donations,,540.00,540.00
Panzi Hospital,,GWWC Reported Donations,,520.00,520.00
Client Earth,,GWWC Reported Donations,,511.95,511.95
Audre Lorde Project,,GWWC Reported Donations,,511.00,511.00
First Nations Development Institute,,GWWC Reported Donations,,500.00,500.00
Best Friends Animal Shelter,,GWWC Reported Donations,,500.00,500.00
Case Western Reserve University,,GWWC Reported Donations,,500.00,500.00
Ronald mc Donald fund,,GWWC Reported Donations,,488.44,488.44
Malala Fund,,GWWC Reported Donations,,480.30,480.30
Committee to Protect Journalists,,GWWC Reported Donations,,465.00,465.00
Vipassana,,GWWC Reported Donations,,463.92,463.92
National trust,,GWWC Reported Donations,,462.20,462.20
Liberty,,GWWC Reported Donations,,460.31,460.31
CRY,,GWWC Reported Donations,,459.01,459.01
St John Ambulance,,GWWC Reported Donations,,455.61,455.61
International Consortium of Investigative Journalism,,GWWC Reported Donations,,452.03,452.03
Kirkens Nødhjelp,,GWWC Reported Donations,,450.91,450.91
Nature Conservancy of Canada,,GWWC Reported Donations,,449.30,449.30
City Harvest,,GWWC Reported Donations,,441.49,441.49
World Vision - Clean Water Fund,,GWWC Reported Donations,,435.15,435.15
Food Bank for New York City,,GWWC Reported Donations,,435.00,435.00
Loveland Foundation,,GWWC Reported Donations,,430.20,430.20
Human Rights Watch,,GWWC Reported Donations,,429.06,429.06
Private donation,,GWWC Reported Donations,,424.56,424.56
St Vincent de Paul,,GWWC Reported Donations,,418.92,418.92
Médecins du Monde,,GWWC Reported Donations,,412.29,412.29
Ifaw,,GWWC Reported Donations,,412.04,412.04
Room To Read,,GWWC Reported Donations,,411.48,411.48
Philabundance,,GWWC Reported Donations,,410.00,410.00
Samaritans,,GWWC Reported Donations,,404.43,404.43
Internet Archive,,GWWC Reported Donations,,400.00,400.00
Native American Rights Fund,,GWWC Reported Donations,,400.00,400.00
St. Baldrick's Foundation,,GWWC Reported Donations,,400.00,400.00
Anthony Nolan Trust,,GWWC Reported Donations,,397.26,397.26
Aktion Deutschland Hilft,,GWWC Reported Donations,,396.24,396.24
MNDA,,GWWC Reported Donations,,396.17,396.17
PRIMAKLIMA e.V.,,GWWC Reported Donations,,395.15,395.15
Alzheimer's Society,,GWWC Reported Donations,,394.81,394.81
Anima (Movement Building),Animal Welfare,Open Philanthropy (Grant Recipient),,"1,050,609.63",387.63
Aides,,GWWC Reported Donations,,384.12,384.12
Minnesota Freedom Fund,,GWWC Reported Donations,,380.98,380.98
Woodland Trust,,GWWC Reported Donations,,379.90,379.90
Liberty in North Korea,,GWWC Reported Donations,,378.60,378.60
Dublin Rape Crisis Centre,,GWWC Reported Donations,,371.89,371.89
Eden Reforestation Projects,,GWWC Reported Donations,,371.48,371.48
Sam Harris,,GWWC Reported Donations,,367.97,367.97
Rethink Mental Health,,GWWC Reported Donations,,361.57,361.57
Alzheimer's Research UK,,GWWC Reported Donations,,359.06,359.06
Humanity Forward,,GWWC Reported Donations,,359.00,359.00
reporters without borders,,GWWC Reported Donations,,356.74,356.74
Sex Workers Outreach Project,,GWWC Reported Donations,,356.00,356.00
Arbor Day Foundation,,GWWC Reported Donations,,350.65,350.65
Color Of Change (Criminal Justice Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"2,908,222.00",350.00
Alight,,GWWC Reported Donations,,350.00,350.00
LALDEF,,GWWC Reported Donations,,350.00,350.00
EA Global,,GWWC Reported Donations,,346.36,346.36
International Medical Corps,,GWWC Reported Donations,,343.77,343.77
Goonj,,GWWC Reported Donations,,341.51,341.51
Sea Watch Foundation,,GWWC Reported Donations,,340.74,340.74
Intrepid Foundation (seagrass regeneration),,GWWC Reported Donations,,340.03,340.03
Share The Meal,,GWWC Reported Donations,,340.00,340.00
Ecojustice,,GWWC Reported Donations,,339.26,339.26
Humane Society International (African Swine Fever Training),Animal Welfare,Open Philanthropy (Grant Recipient),,"2,437,481.75",336.75
Khan Academy,,GWWC Reported Donations,,336.30,336.30
Send A Cow,,GWWC Reported Donations,,333.42,333.42
Campaign Zero,,GWWC Reported Donations,,328.54,328.54
Charity Navigator,,GWWC Reported Donations,,328.22,328.22
Kids in Need of Defense (KIND),,GWWC Reported Donations,,325.00,325.00
Liberal Democrats,,GWWC Reported Donations,,324.42,324.42
Change.org,,GWWC Reported Donations,,318.78,318.78
AidGrade,,GWWC Reported Donations,,315.15,315.15
Concern Worldwide,,GWWC Reported Donations,,314.48,314.48
ActBlue Civic - not a charity,,GWWC Reported Donations,,314.00,314.00
CDC Foundation (Reproductive Health Data Analysis),Scientific Research,Open Philanthropy (Grant Recipient),,"2,921,323.00",313.00
Back on my Feet,,GWWC Reported Donations,,305.00,305.00
Mozilla,,GWWC Reported Donations,,303.77,303.77
Compassion in World Farming USA,Animal Welfare,EA Funds (Grant Recipient),,"2,199,050.00",300.00
Environment Victoria,,GWWC Reported Donations,,298.53,298.53
Global Giving / APOPO,,GWWC Reported Donations,,298.48,298.48
American Jewish World Service,,GWWC Reported Donations,,296.00,296.00
RSPB,,GWWC Reported Donations,,294.99,294.99
ProAsyl,,GWWC Reported Donations,,291.90,291.90
The Guardian,,GWWC Reported Donations,,280.47,280.47
Jews for Racial and Economic Justice,,GWWC Reported Donations,,276.00,276.00
Leukemia & Lymphoma Society,,GWWC Reported Donations,,270.00,270.00
National Center for Transgender Equality,,GWWC Reported Donations,,270.00,270.00
Cystic Fibrosis Foundation,,GWWC Reported Donations,,268.15,268.15
Lumos,,GWWC Reported Donations,,265.00,265.00
Various Just Giving,,GWWC Reported Donations,,259.97,259.97
Girls Who Code,,GWWC Reported Donations,,259.00,259.00
Leadnow.ca,,GWWC Reported Donations,,257.70,257.70
netzpolitik.org e.V.,,GWWC Reported Donations,,256.46,256.46
Covenant House Pennsylvania,,GWWC Reported Donations,,256.00,256.00
Sea-Watch,,GWWC Reported Donations,,253.35,253.35
Global Fund for Women,,GWWC Reported Donations,,252.50,252.50
Georgia Tech Foundation,,GWWC Reported Donations,,250.00,250.00
SOS Kinderdörfer,,GWWC Reported Donations,,238.69,238.69
Cats Protection,,GWWC Reported Donations,,234.69,234.69
VEBU,,GWWC Reported Donations,,234.41,234.41
Center for Humane Technology,,GWWC Reported Donations,,230.00,230.00
CEA far-future fund,,GWWC Reported Donations,,227.34,227.34
Kirkens Bymisjon,,GWWC Reported Donations,,225.62,225.62
CND,,GWWC Reported Donations,,220.70,220.70
Whizz-Kidz,,GWWC Reported Donations,,218.01,218.01
Fair Fight 2020,,GWWC Reported Donations,,218.00,218.00
Cancer GoFundMe,,GWWC Reported Donations,,215.00,215.00
Brooklyn Community Bail Fund (National Bail Fund Network),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"909,805.00",205.00
Black Visions Collective,,GWWC Reported Donations,,204.54,204.54
HIAS,,GWWC Reported Donations,,201.00,201.00
Center on Long-Term Risk (CLR Fund),,GWWC Reported Donations,,197.44,197.44
March of Dimes,,GWWC Reported Donations,,193.30,193.30
Bail fund,,GWWC Reported Donations,,188.95,188.95
World Central Kitchen,,GWWC Reported Donations,,185.00,185.00
Barnardos,,GWWC Reported Donations,,184.26,184.26
Snowdrop Project,,GWWC Reported Donations,,176.60,176.60
National Network of Abortion Funds,,GWWC Reported Donations,,175.70,175.70
Parkinsons UK,,GWWC Reported Donations,,175.29,175.29
Homeless People on Street,,GWWC Reported Donations,,174.20,174.20
SumOfUs,,GWWC Reported Donations,,174.12,174.12
Crohn’s & Colitis Foundation,,GWWC Reported Donations,,173.71,173.71
Jimmy's Cambridge,,GWWC Reported Donations,,171.34,171.34
The Labour Party,,GWWC Reported Donations,,168.62,168.62
God's Love We Deliver,,GWWC Reported Donations,,167.50,167.50
People for the Ethical Treatment of Animals,,GWWC Reported Donations,,166.59,166.59
Snehalaya,,GWWC Reported Donations,,165.79,165.79
Gotlands Djurfristad,,GWWC Reported Donations,,161.19,161.19
The Sentencing Project,,GWWC Reported Donations,,160.00,160.00
Zana Africa,,GWWC Reported Donations,,159.99,159.99
Wildlife Conservation Society,,GWWC Reported Donations,,158.49,158.49
Nsw Rural Fire Service,,GWWC Reported Donations,,157.46,157.46
RNLI,,GWWC Reported Donations,,152.59,152.59
New England Skeptical Society,,GWWC Reported Donations,,151.00,151.00
Hispanic Federation,,GWWC Reported Donations,,150.63,150.63
Catholic Relief Services,,GWWC Reported Donations,,150.11,150.11
Center for Policing Equity,,GWWC Reported Donations,,150.00,150.00
life after hate,,GWWC Reported Donations,,149.56,149.56
Help - Hilfe zur Selbsthilfe,,GWWC Reported Donations,,149.13,149.13
Andrew Yang for President 2020,,GWWC Reported Donations,,141.00,141.00
Carl Shulman (Discretionary Fund),,GWWC Reported Donations,,140.00,140.00
Engineers without borders,,GWWC Reported Donations,,137.27,137.27
Innocence Project,,GWWC Reported Donations,,135.00,135.00
Access Fund,,GWWC Reported Donations,,135.00,135.00
Worldbuilders,,GWWC Reported Donations,,132.00,132.00
Our World in Data,EA Infrastructure,EA Funds (Grant Recipient),,"30,131.52",131.52
Medical Aid for Palestinians,,GWWC Reported Donations,,130.83,130.83
Right to Remain,,GWWC Reported Donations,,130.70,130.70
Standing Rock,,GWWC Reported Donations,,130.00,130.00
Women's Aid,,GWWC Reported Donations,,126.09,126.09
American Foundation for Suicide Prevention,,GWWC Reported Donations,,125.00,125.00
Preemptive Love,,GWWC Reported Donations,,123.27,123.27
Cancerfonden,,GWWC Reported Donations,,123.14,123.14
Cambodian Children's Fund,,GWWC Reported Donations,,122.28,122.28
The Clean Energy Innovation Programme,,GWWC Reported Donations,,115.86,115.86
Betterplace,,GWWC Reported Donations,,115.67,115.67
Plant-for-the-Planet Foundation,,GWWC Reported Donations,,115.64,115.64
Aeon,,GWWC Reported Donations,,115.00,115.00
black visions mn,,GWWC Reported Donations,,115.00,115.00
National Coalition Against Domestic Violence,,GWWC Reported Donations,,115.00,115.00
WikiTribune,,GWWC Reported Donations,,114.49,114.49
St George's Hospital,,GWWC Reported Donations,,112.18,112.18
City Year,,GWWC Reported Donations,,112.00,112.00
Australian Youth Climate Coalition,,GWWC Reported Donations,,111.37,111.37
All Hands and Hearts - Smart Response,,GWWC Reported Donations,,111.00,111.00
Trenton Area Soup Kitchen,,GWWC Reported Donations,,110.00,110.00
Tzedek,,GWWC Reported Donations,,108.46,108.46
PBS,,GWWC Reported Donations,,105.00,105.00
Stand Up Sundays,,GWWC Reported Donations,,105.00,105.00
Methuselah Foundation,,GWWC Reported Donations,,102.60,102.60
Anti Police-Terror Project,,GWWC Reported Donations,,102.00,102.00
Big Brothers Big Sisters,,GWWC Reported Donations,,101.50,101.50
Multiple Sclerosis Limited,,GWWC Reported Donations,,100.21,100.21
Lambda Legal,,GWWC Reported Donations,,100.00,100.00
MIT Sloan Annual Fund,,GWWC Reported Donations,,100.00,100.00
Australian Red Cross,,GWWC Reported Donations,,98.86,98.86
Love146,,GWWC Reported Donations,,97.23,97.23
Know Your Rights Camp,,GWWC Reported Donations,,97.00,97.00
The Water Project,,GWWC Reported Donations,,96.79,96.79
TerraPass Carbon Offsets,,GWWC Reported Donations,,94.99,94.99
Mission Lifeline,,GWWC Reported Donations,,94.64,94.64
Freedom from Torture,,GWWC Reported Donations,,89.37,89.37
Animal Aid,,GWWC Reported Donations,,87.65,87.65
Higher Heights for America,,GWWC Reported Donations,,87.00,87.00
Affect Real Change,,GWWC Reported Donations,,86.00,86.00
Reporter ohne Grenzen,,GWWC Reported Donations,,82.28,82.28
Museum of Food and Drink,,GWWC Reported Donations,,80.00,80.00
Age UK,,GWWC Reported Donations,,78.51,78.51
All Out,,GWWC Reported Donations,,77.49,77.49
Pancreatic Cancer UK,,GWWC Reported Donations,,76.85,76.85
SportRelief,,GWWC Reported Donations,,75.28,75.28
Flint Water Fund,,GWWC Reported Donations,,75.00,75.00
PEOPLE FOR THE ETHICAL TREATMENT OF ANIMALS INC,,GWWC Reported Donations,,75.00,75.00
Prevent Cancer Foundation,,GWWC Reported Donations,,75.00,75.00
Rainforest Foundation,,GWWC Reported Donations,,75.00,75.00
Amazon Conservation Team,,GWWC Reported Donations,,74.83,74.83
Reclaim the Block,,GWWC Reported Donations,,74.54,74.54
Lighthouse Relief,,GWWC Reported Donations,,72.00,72.00
American Refugee Comittee,,GWWC Reported Donations,,70.33,70.33
Rotary,,GWWC Reported Donations,,66.23,66.23
Royal Marsden,,GWWC Reported Donations,,65.21,65.21
Louisville Community Bail Fund,,GWWC Reported Donations,,65.00,65.00
NHS,,GWWC Reported Donations,,61.90,61.90
Leukemia Foundation,,GWWC Reported Donations,,61.22,61.22
Bündnis 90/Die Grünen,,GWWC Reported Donations,,60.36,60.36
Atlanta Solidarity Fund,,GWWC Reported Donations,,60.00,60.00
BYP100,,GWWC Reported Donations,,57.00,57.00
Cambridge University RAG,,GWWC Reported Donations,,56.80,56.80
Human Rights Campaign,,GWWC Reported Donations,,55.00,55.00
Homeless,,GWWC Reported Donations,,52.75,52.75
The world's big sleep out,,GWWC Reported Donations,,52.54,52.54
Founders Pledge,Other areas,EA Funds (Grant Recipient),,"6,975,589.00",50.00
AI Impacts,Potential Risks from Advanced Artificial Intelligence,EA Funds (Grant Recipient),,"207,050.00",50.00
United Nations High Commissioner for Refugees,,GWWC Reported Donations,,48.07,48.07
Akshaya Patra Foundation,,GWWC Reported Donations,,46.40,46.40
HelpAge India,,GWWC Reported Donations,,46.18,46.18
WNF,,GWWC Reported Donations,,44.86,44.86
Local Hospice,,GWWC Reported Donations,,43.98,43.98
ClimateTruth.org,,GWWC Reported Donations,,36.00,36.00
American Kidney Fund,,GWWC Reported Donations,,35.84,35.84
WNYC,,GWWC Reported Donations,,35.00,35.00
Climate mobilisation,,GWWC Reported Donations,,32.52,32.52
Tommy's,,GWWC Reported Donations,,31.91,31.91
AMREF,,GWWC Reported Donations,,31.44,31.44
The Conversation,,GWWC Reported Donations,,29.42,29.42
Special Olympics,,GWWC Reported Donations,,26.65,26.65
Unicorn Riot,,GWWC Reported Donations,,13.54,13.54
Color Of Change Education Fund (Criminal Justice Reform),Criminal Justice Reform,Open Philanthropy (Grant Recipient),,"2,851,239.54",11.54
Advancement Project,,GWWC Reported Donations,,11.54,11.54
National Bail Out,,GWWC Reported Donations,,11.54,11.54
The National Police Accountability Project,,GWWC Reported Donations,,11.54,11.54
John Delaney for President 2020,,GWWC Reported Donations,,11.00,11.00
Innovation in Government Initiative,Evidence Based Policy,Founders Pledge Recommendation,Program Delivery,0.00,
Bandhan’s Targeting the Hardcore Poor programme,Women's Empowerment,Founders Pledge Recommendation,Program Delivery,0.00,
Fish Welfare Initiative,Animal Welfare,EA Funds,Research,"30,000.00",
Carl Shulman (Discretionary Fund),Long-Term Future,EA Funds,Regranting,0.00,
Animal Charity Evaluators (Current recommended charities),Animal Welfare,EA Funds,Regranting,"310,367.29","310,367.29"
Center on Long-Term Risk (CLR Fund),Long-Term Future,EA Funds,Regranting,0.00,
Centre for Effective Altruism (EA Grants),EA Infrastructure,EA Funds,Regranting,0.00,
Founders Pledge (Climate Change Fund),Climate Change,EA Funds,Regranting,0.00,
Suvita,Global Health and Development,Charity Entrepreneurship,Program Delivery,0.00,
Lead Exposure Elimination Project,Global Health and Development,Charity Entrepreneurship,Program Delivery,0.00,
Animal Ask,Animal Welfare,Charity Entrepreneurship,Research,0.00,
Family Empowerment Media (FEM),Global Health and Development,Charity Entrepreneurship,Program Delivery,0.00,
Giving Green,Climate Change,Charity Entrepreneurship,Research,0.00,
Canopie,Mental Health,Charity Entrepreneurship,Program Delivery,0.00,
Fortify Health,Global Health and Development,Charity Entrepreneurship,Program Delivery,"1,300,933.00",
Happier Lives Institute,Mental Health,Charity Entrepreneurship,Research,"20,000.00",
Animal Advocacy Careers,Animal Welfare,Charity Entrepreneurship,Community,"482,000.00",
#N/A,#N/A,EA Funds (Grant Recipient),,0.00,
Crustacean Compassion,Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
Plant Dining Partnerships,Animal Welfare,EA Funds (Grant Recipient),,"40,000.00",
Jakarta Animal Aid Network,Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
Forgotten Animals,Animal Welfare,EA Funds (Grant Recipient),,"30,000.00",
Fair Fish International,Animal Welfare,EA Funds (Grant Recipient),,"40,000.00",
Centre for Pesticide Suicide Prevention,Global Health and Development,EA Funds (Grant Recipient),,"1,534,729.00",
IDinsight,Global Health and Development,EA Funds (Grant Recipient),,"9,383,290.00",
Robert Miles,Long-Term Future,EA Funds (Grant Recipient),,"99,000.00",
Centre for Human-Compatible AI,Long-Term Future,EA Funds (Grant Recipient),,"75,000.00",
Joe Collman,Long-Term Future,EA Funds (Grant Recipient),,"35,000.00",
Alexis Carlier,Long-Term Future,EA Funds (Grant Recipient),,"5,000.00",
Gavin Taylor,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Center for Election Science,Long-Term Future,EA Funds (Grant Recipient),,"50,000.00",
Charlie Rogers-Smith,Long-Term Future,EA Funds (Grant Recipient),,"7,900.00",
Claudia Shi,Long-Term Future,EA Funds (Grant Recipient),,"5,000.00",
Gopal Sarma,Long-Term Future,EA Funds (Grant Recipient),,"5,000.00",
Alex Turner,Long-Term Future,EA Funds (Grant Recipient),,"60,000.00",
Cambridge Summer Programme in Applied Reasoning,Long-Term Future,EA Funds (Grant Recipient),,"26,300.00",
Theron Pummer,EA Infrastructure,EA Funds (Grant Recipient),,0.00,
Joshua Greene and Lucius Caviola,EA Infrastructure,EA Funds (Grant Recipient),,"27,000.00",
Equalia,Animal Welfare,EA Funds (Grant Recipient),,"300,000.00",
Global Food Partners,Animal Welfare,EA Funds (Grant Recipient),,"3,564,761.00",
Strategies for Ethical and Environmental Development,Animal Welfare,EA Funds (Grant Recipient),,"50,000.00",
Fundación Vegetarianos Hoy,Animal Welfare,EA Funds (Grant Recipient),,"35,000.00",
#N/A,#N/A,EA Funds (Grant Recipient),,0.00,
Environmental and Animal Society of Taiwan,Animal Welfare,EA Funds (Grant Recipient),,"60,000.00",
Essere Animali,Animal Welfare,EA Funds (Grant Recipient),,"712,974.00",
Planet For All Hong Kong,Animal Welfare,EA Funds (Grant Recipient),,"25,000.00",
Humánny pokrok,Animal Welfare,EA Funds (Grant Recipient),,"36,000.00",
Dzīvnieku brīvība,Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
VegeProject Japan,Animal Welfare,EA Funds (Grant Recipient),,"15,000.00",
Asociación Para el Rescate Y Bienestar Animal (ARBA),Animal Welfare,EA Funds (Grant Recipient),,"30,000.00",
Women's and Non-Binary Altruism Mentorship (WANBAM),EA Infrastructure,EA Funds (Grant Recipient),,"100,000.00",
Future of Humanity Foundation,EA Infrastructure,EA Funds (Grant Recipient),,"200,000.00",
Metaculus,Long-Term Future,EA Funds (Grant Recipient),,"65,000.00",
Dan Hendrycks,Long-Term Future,EA Funds (Grant Recipient),,"55,000.00",
Will Bradshaw,Long-Term Future,EA Funds (Grant Recipient),,"25,000.00",
Pablo Stafforini,Long-Term Future,EA Funds (Grant Recipient),,"17,000.00",
Vincent Luczkow,Long-Term Future,EA Funds (Grant Recipient),,"10,000.00",
Sofia Jativa,Long-Term Future,EA Funds (Grant Recipient),,"7,700.00",
Shin-Shin Hua and Haydn Belfield,Long-Term Future,EA Funds (Grant Recipient),,"32,000.00",
Tushant Jha,Long-Term Future,EA Funds (Grant Recipient),,"40,000.00",
Michael Dickens,Long-Term Future,EA Funds (Grant Recipient),,"33,000.00",
The Humane League UK,Animal Welfare,EA Funds (Grant Recipient),,"200,000.00",
Alianima,Animal Welfare,EA Funds (Grant Recipient),,"180,000.00",
SPCA Selangor,Animal Welfare,EA Funds (Grant Recipient),,"174,000.00",
Animal Kingdom Foundation,Animal Welfare,EA Funds (Grant Recipient),,"297,866.00",
GAIA,Animal Welfare,EA Funds (Grant Recipient),,"35,000.00",
Sống Thuần Chay,Animal Welfare,EA Funds (Grant Recipient),,"30,000.00",
Vegans of Shanghai,Animal Welfare,EA Funds (Grant Recipient),,"75,000.00",
Tušti narvai (Anima International Lithuania),Animal Welfare,EA Funds (Grant Recipient),,"20,000.00",
EA Coaching (Lynette Bye),EA Infrastructure,EA Funds (Grant Recipient),,"70,000.00",
Tegan McCaslin,Long-Term Future,EA Funds (Grant Recipient),,"70,000.00",
Miranda Dixon-Luinenburg,Long-Term Future,EA Funds (Grant Recipient),,"40,000.00",
Roam Research,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Kyle Fish,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Jason Crawford,Other areas,EA Funds (Grant Recipient),,"100,000.00",
Topos Institute,Long-Term Future,EA Funds (Grant Recipient),,"50,000.00",
Sam Hilton,Long-Term Future,EA Funds (Grant Recipient),,"62,000.00",
Daniel Demski,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Elizabeth E. Van Nostrand,Long-Term Future,EA Funds (Grant Recipient),,"19,000.00",
John Wentworth,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Jaspreet Pannu,Long-Term Future,EA Funds (Grant Recipient),,"18,000.00",
Vojtěch Kovařík,Long-Term Future,EA Funds (Grant Recipient),,"43,000.00",
Damon Pourtahmaseb-Sasi,Long-Term Future,EA Funds (Grant Recipient),,"40,000.00",
HIPE (High Impact Policy Engine),Long-Term Future,EA Funds (Grant Recipient),,"100,000.00",
Alexander Siegenfeld,Long-Term Future,EA Funds (Grant Recipient),,"20,000.00",
Sören Mindermann,Long-Term Future,EA Funds (Grant Recipient),,"36,982.00",
David Manheim,Biosecurity and Pandemic Preparedness,EA Funds (Grant Recipient),,"95,308.00",
Chris Chambers,Long-Term Future,EA Funds (Grant Recipient),,"36,635.00",
Jess Whittlestone,Long-Term Future,EA Funds (Grant Recipient),,"75,080.00",
Alexander Gietelink Oldenziel,Long-Term Future,EA Funds (Grant Recipient),,"30,000.00",
Stag Lynn,Long-Term Future,EA Funds (Grant Recipient),,"23,000.00",
Joar Skalse,Long-Term Future,EA Funds (Grant Recipient),,"10,000.00",
